,title,price,link
20,HP 255 G10 ‎‎Laptop AMD Athlon Silver 8GB 256GB 15,"₹22,350",/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=sr_1_6?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-6&xpid=RbFd-a7yjl6Ny
21,"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS","₹34,899",/ASUS-Vivobook-i3-1315U-Integrated-X1504VA-NJ320WS/dp/B0CYTD8DVF/ref=sr_1_47?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-47&xpid=RbFd-a7yjl6Ny
22,"MSI Katana 15, Intel 14th Gen. i7-14650HX, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5060, GDDR7 8GB/Black/2.4Kg) B14WFK-262IN","₹1,32,995",/MSI-i7-14650HX-Windows-GeForce-B14WFK-262IN/dp/B097PNJL56/ref=sr_1_77?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-77&xpid=RbFd-a7yjl6Ny
23,"Lenovo Yoga 7 2-in-1 Intel Core Ultra 7 258V,Copilot+ AI PC(32GB RAM/1TB SSD/14(35.5cm) WQXGA+ OLED/47 Tops/Win 11/Office Home 2024/Yoga Pen/1Year ADP/Seashell/1.38Kg),83JQ000NIN Convertible Laptop","₹1,36,207",/Lenovo-Copilot-Seashell-83JQ000NIN-Convertible/dp/B0F59Z5RDM/ref=sr_1_69?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-69&xpid=RbFd-a7yjl6Ny
24,"HP 15 (2025), AMD Athlon 7120U Dual Core - (8 GB/256 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" HD Display/Black/1.5 kg/MS Office 2021","₹24,990",/HP-15-Athlon-7120U-Dual/dp/B0FKKTBK64/ref=sr_1_33?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-33&xpid=RbFd-a7yjl6Ny
25,"HP Smartchoice Omen AMD Ryzen 7 7840Hs, 8GB RTX 4060 (16GB DDR5, 1TB SSD) FHD, 165Hz, 300Nits, IPS, 16.1''/40.9cm, Win11, Office 21, Black, 2.32kg, Xd0020ax, RGB kb, Tempest Cooling, AI Gaming Laptop","₹1,05,990",/Smartchoice-300Nits-Xd0020ax-Tempest-Cooling/dp/B0CCVZP835/ref=sr_1_56?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-56&xpid=RbFd-a7yjl6Ny
26,"HP 14 AI, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, 14""/35.6cm, Win11, Office21, Silver, 1.4kg, gr1023TU, Intel Arc Graphics, FHD Camera w/Shutter, Backlit Kb AI Powered Laptop","₹83,805",/HP-14-inch-Graphics-Privacy-gr1023TU/dp/B0D8J85F5X/ref=sr_1_67?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-67&xpid=RbFd-a7yjl6Ny
27,"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu","₹36,000",/HP-i3-1315U-Anti-Glare-Micro-Edge-Graphics/dp/B0D2KDCWJL/ref=sr_1_79?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-79&xpid=RbFd-a7yjl6Ny
28,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX, fb0184ax","₹47,990",/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_17?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-17&xpid=RbFd-a7yjl6Ny
29,"Dell 15 Thin & Light Laptop, 13th Generation Intel Core i3-1305U Processor, 8GB DDR4 + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, 12 Month McAfee, Grey, 1.69kg","₹35,490",/sspa/click?ie=UTF8&spc=MTo0MjA3NzA2NTY3MjU0MDAzOjE3NTY4ODIwMDU6c3BfYnRmOjMwMDY2MDU2NjQxNDAzMjo6MDo6&url=%2FDell-i3-1305U-39-62cm-Windows-Display%2Fdp%2FB0D82XJMG1%2Fref%3Dsr_1_85_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882004%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-85-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=CRNucFcatC&sp_cr=ZAZ
30,"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹22,990",/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_68?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-68&xpid=RbFd-a7yjl6Ny
31,"Lenovo LOQ 2024 Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/1Yr ADP Free/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS0098IN","₹69,900",/sspa/click?ie=UTF8&spc=MToyMTcxNDM0NjE4NTI3NTQ6MTc1Njg4MjAwNTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNDU2MTIxMTQ1OTMyOjoyOjo&url=%2FLenovo-i5-12450HX-300Nits-Graphics-83GS0098IN%2Fdp%2FB0DB218DK7%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DB218DK7%26pd_rd_r%3Df6935c7e-f40c-4e79-be4b-918de93b0d43%26pd_rd_w%3D8e4sb%26pd_rd_wg%3DdKgkh%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DTT2TZCKKGTZS912A78MR%26qid%3D1756882004%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-67-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
32,"HP 250 G9 Intel Celeron Dual Core 4500u - (8 GB/256 GB SSD/Windows 11) Laptop (15.6 inch, Silver, 1.75 kg)","₹22,499",/HP-Intel-Celeron-Dual-4500u/dp/B0CZDRCHQ5/ref=sr_1_52?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-52&xpid=RbFd-a7yjl6Ny
33,"HP 14 (2025), 245 G10 AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg/MS Office 2021","₹28,920",/HP-14-Ryzen-7520U-Quad/dp/B0F6V25PSC/ref=sr_1_13?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-13&xpid=RbFd-a7yjl6Ny
34,"
HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB
                    SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365
                    Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera
                    w/Privacy Shutter, fd0569TU
","₹35,990",/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0569TU/dp/B0F4R5W1NC/ref=sr_1_2?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-2&xpid=RbFd-a7yjl6Ny
35,ULTIMUS APEX Laptop Intel Celeron Dual Core 8 GB LPDDR4 512 GB SSD Expandable~1TB 14.1 FHD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,"₹17,990",/ULTIMUS-Laptop-Celeron-Expandable-1TB-Anti-Glare/dp/B0F5WTFC3D/ref=sr_1_36?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-36&xpid=RbFd-a7yjl6Ny
36,"Primebook 2 Neo 2025 (New Launch) Gen 2 | 6GB RAM, 128GB UFS 2.2 Storage | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | in-Built AI | 11.6” Thin & Light | Type-C, USB, MicroSD | Gray","₹15,490",/Primebook-Storage-MediaTek-Android-PrimeOS/dp/B0FDLB7BQZ/ref=sr_1_37?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-37&xpid=RbFd-a7yjl6Ny
37,"HP 15, AMD Ryzen 3 7320U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.59kg, fc0154AU, AMD Radeon Graphics, 1080p FHD Camera Laptop","₹30,800",/HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=sr_1_1?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-1&xpid=RbFd-a7yjl6Ny
38,"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","₹12,990",/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_12?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-12&xpid=RbFd-a7yjl6Ny
39,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS Gaming Laptop(NVIDIA RTX 3050-4GB/60W TGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/RGB KB/48WHr/Windows 11//Graphite Black/2.30 Kg) FA506NCR-HN054W","₹63,990",/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_53?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-53&xpid=RbFd-a7yjl6Ny
40,"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop (16GB DDR4, 512GB SSD) 144Hz, IPS, 15.6""/39.6cm, Flicker-Free, Win 11, Office 21, Mica Silver, 2.29kg, Enhanced Cooling, fa1279TX","₹72,490",/sspa/click?ie=UTF8&spc=MToyMTcxNDM0NjE4NTI3NTQ6MTc1Njg4MjAwNTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNjQyNDM5MzU0MDMyOjoxOjo&url=%2FHP-Victus-i5-13420H-Flicker-Free-Enhanced%2Fdp%2FB0F79G1XW6%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F79G1XW6%26pd_rd_r%3Df6935c7e-f40c-4e79-be4b-918de93b0d43%26pd_rd_w%3D8e4sb%26pd_rd_wg%3DdKgkh%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DTT2TZCKKGTZS912A78MR%26qid%3D1756882004%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-66-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
41,"Cable World Educational Laptop Computer Toy Educational Computer for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool,Blue",₹699,/Cable-Tricycle-Dancing-Battery-Operated/dp/B08BJC3HXK/ref=sr_1_67?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-67&xpid=RbFd-a7yjl6Ny
42,Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 15” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 256GB SSD - Platinum - ZHG-00023,"₹1,24,448",/Microsoft-New-Surface-Laptop-7th/dp/B0D925NBZG/ref=sr_1_84?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-84&xpid=RbFd-a7yjl6Ny
43,"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","₹38,490",/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=sr_1_16?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-16&xpid=RbFd-a7yjl6Ny
